Date,Product_ID,Product_Name,Category,Sales_Quantity,Price,Current_Stock,Month,DayOfWeek,Season
2025-04-05,P005,Mouse,Accessories,184,800,288,4,Saturday,Summer
2025-04-05,P006,Monitor,Electronics,111,12000,794,4,Saturday,Summer
2025-04-05,P007,Printer,Office Equipment,186,15000,1123,4,Saturday,Summer
2025-04-05,P008,Tablet,Electronics,156,18000,655,4,Saturday,Summer
2025-04-05,P009,Smartwatch,Electronics,204,5000,822,4,Saturday,Summer
2025-04-05,P010,Camera,Electronics,147,30000,864,4,Saturday,Summer
2025-04-05,P011,Speaker,Accessories,79,3500,1175,4,Saturday,Summer
2025-04-05,P012,Router,Networking,136,2500,827,4,Saturday,Summer
2025-04-05,P013,SSD,Storage,99,4500,485,4,Saturday,Summer
2025-04-05,P014,Hard Disk,Storage,211,4000,356,4,Saturday,Summer
2025-04-05,P015,USB Drive,Storage,53,700,822,4,Saturday,Summer
2025-04-05,P016,Power Bank,Accessories,153,1200,445,4,Saturday,Summer
2025-04-05,P017,Microphone,Accessories,86,2800,308,4,Saturday,Summer
2025-04-05,P018,Projector,Office Equipment,211,35000,811,4,Saturday,Summer
2025-04-05,P019,Gaming Console,Electronics,237,45000,869,4,Saturday,Summer
2025-04-05,P020,Webcam,Accessories,133,2200,648,4,Saturday,Summer
2025-04-06,P001,Laptop,Electronics,214,55000,541,4,Sunday,Summer
2025-04-06,P002,Smartphone,Electronics,177,25000,848,4,Sunday,Summer
2025-04-06,P003,Headphones,Accessories,162,2500,507,4,Sunday,Summer
2025-04-06,P004,Keyboard,Accessories,174,1500,708,4,Sunday,Summer
2025-04-06,P005,Mouse,Accessories,132,800,878,4,Sunday,Summer
2025-04-06,P006,Monitor,Electronics,187,12000,849,4,Sunday,Summer
2025-04-06,P007,Printer,Office Equipment,176,15000,1190,4,Sunday,Summer
2025-04-06,P008,Tablet,Electronics,199,18000,544,4,Sunday,Summer
2025-04-06,P009,Smartwatch,Electronics,223,5000,412,4,Sunday,Summer
2025-04-06,P010,Camera,Electronics,55,30000,886,4,Sunday,Summer
2025-04-06,P011,Speaker,Accessories,227,3500,1198,4,Sunday,Summer
2025-04-06,P012,Router,Networking,89,2500,758,4,Sunday,Summer
2025-04-06,P013,SSD,Storage,81,4500,536,4,Sunday,Summer
2025-04-06,P014,Hard Disk,Storage,165,4000,959,4,Sunday,Summer
2025-04-06,P015,USB Drive,Storage,152,700,865,4,Sunday,Summer
2025-04-06,P016,Power Bank,Accessories,60,1200,903,4,Sunday,Summer
2025-04-06,P017,Microphone,Accessories,238,2800,499,4,Sunday,Summer
2025-04-06,P018,Projector,Office Equipment,191,35000,644,4,Sunday,Summer
2025-04-06,P019,Gaming Console,Electronics,125,45000,726,4,Sunday,Summer
2025-04-06,P020,Webcam,Accessories,176,2200,1090,4,Sunday,Summer
2025-04-07,P001,Laptop,Electronics,52,55000,875,4,Monday,Summer
2025-04-07,P002,Smartphone,Electronics,242,25000,1001,4,Monday,Summer
2025-04-07,P003,Headphones,Accessories,114,2500,644,4,Monday,Summer
2025-04-07,P004,Keyboard,Accessories,139,1500,502,4,Monday,Summer
2025-04-07,P005,Mouse,Accessories,182,800,1200,4,Monday,Summer
2025-04-07,P006,Monitor,Electronics,50,12000,414,4,Monday,Summer
2025-04-07,P007,Printer,Office Equipment,190,15000,392,4,Monday,Summer
2025-04-07,P008,Tablet,Electronics,220,18000,211,4,Monday,Summer
2025-04-07,P009,Smartwatch,Electronics,215,5000,305,4,Monday,Summer
2025-04-07,P010,Camera,Electronics,159,30000,452,4,Monday,Summer
2025-04-07,P011,Speaker,Accessories,216,3500,923,4,Monday,Summer
2025-04-07,P012,Router,Networking,103,2500,225,4,Monday,Summer
2025-04-07,P013,SSD,Storage,162,4500,703,4,Monday,Summer
2025-04-07,P014,Hard Disk,Storage,131,4000,395,4,Monday,Summer
2025-04-07,P015,USB Drive,Storage,226,700,729,4,Monday,Summer
2025-04-07,P016,Power Bank,Accessories,99,1200,632,4,Monday,Summer
2025-04-07,P017,Microphone,Accessories,236,2800,796,4,Monday,Summer
2025-04-07,P018,Projector,Office Equipment,95,35000,864,4,Monday,Summer
2025-04-07,P019,Gaming Console,Electronics,118,45000,856,4,Monday,Summer
2025-04-07,P020,Webcam,Accessories,195,2200,563,4,Monday,Summer
2025-04-08,P001,Laptop,Electronics,169,55000,1183,4,Tuesday,Summer
2025-04-08,P002,Smartphone,Electronics,210,25000,976,4,Tuesday,Summer
2025-04-08,P003,Headphones,Accessories,107,2500,503,4,Tuesday,Summer
2025-04-08,P004,Keyboard,Accessories,186,1500,674,4,Tuesday,Summer
2025-04-08,P005,Mouse,Accessories,176,800,864,4,Tuesday,Summer
2025-04-08,P006,Monitor,Electronics,70,12000,1046,4,Tuesday,Summer
2025-04-08,P007,Printer,Office Equipment,219,15000,573,4,Tuesday,Summer
2025-04-08,P008,Tablet,Electronics,134,18000,616,4,Tuesday,Summer
2025-04-08,P009,Smartwatch,Electronics,63,5000,521,4,Tuesday,Summer
2025-04-08,P010,Camera,Electronics,163,30000,681,4,Tuesday,Summer
2025-04-08,P011,Speaker,Accessories,202,3500,1082,4,Tuesday,Summer
2025-04-08,P012,Router,Networking,188,2500,470,4,Tuesday,Summer
2025-04-08,P013,SSD,Storage,104,4500,588,4,Tuesday,Summer
2025-04-08,P014,Hard Disk,Storage,121,4000,1064,4,Tuesday,Summer
2025-04-08,P015,USB Drive,Storage,237,700,370,4,Tuesday,Summer
2025-04-08,P016,Power Bank,Accessories,120,1200,331,4,Tuesday,Summer
2025-04-08,P017,Microphone,Accessories,228,2800,812,4,Tuesday,Summer
2025-04-08,P018,Projector,Office Equipment,131,35000,1198,4,Tuesday,Summer
2025-04-08,P019,Gaming Console,Electronics,53,45000,345,4,Tuesday,Summer
2025-04-08,P020,Webcam,Accessories,235,2200,348,4,Tuesday,Summer
2025-04-09,P001,Laptop,Electronics,77,55000,1165,4,Wednesday,Summer
2025-04-09,P002,Smartphone,Electronics,203,25000,932,4,Wednesday,Summer
2025-04-09,P003,Headphones,Accessories,161,2500,697,4,Wednesday,Summer
2025-04-09,P004,Keyboard,Accessories,57,1500,524,4,Wednesday,Summer
2025-04-09,P005,Mouse,Accessories,231,800,1103,4,Wednesday,Summer
2025-04-09,P006,Monitor,Electronics,133,12000,520,4,Wednesday,Summer
2025-04-09,P007,Printer,Office Equipment,180,15000,556,4,Wednesday,Summer
2025-04-09,P008,Tablet,Electronics,134,18000,220,4,Wednesday,Summer
2025-04-09,P009,Smartwatch,Electronics,86,5000,968,4,Wednesday,Summer
2025-04-09,P010,Camera,Electronics,86,30000,681,4,Wednesday,Summer
2025-04-09,P011,Speaker,Accessories,221,3500,726,4,Wednesday,Summer
2025-04-09,P012,Router,Networking,65,2500,828,4,Wednesday,Summer
2025-04-09,P013,SSD,Storage,57,4500,1184,4,Wednesday,Summer
2025-04-09,P014,Hard Disk,Storage,66,4000,1058,4,Wednesday,Summer
2025-04-09,P015,USB Drive,Storage,164,700,277,4,Wednesday,Summer
2025-04-09,P016,Power Bank,Accessories,155,1200,1171,4,Wednesday,Summer
2025-04-09,P017,Microphone,Accessories,56,2800,282,4,Wednesday,Summer
2025-04-09,P018,Projector,Office Equipment,88,35000,690,4,Wednesday,Summer
2025-04-09,P019,Gaming Console,Electronics,175,45000,420,4,Wednesday,Summer
2025-04-09,P020,Webcam,Accessories,250,2200,642,4,Wednesday,Summer
2025-04-10,P001,Laptop,Electronics,154,55000,1018,4,Thursday,Summer
2025-04-10,P002,Smartphone,Electronics,234,25000,791,4,Thursday,Summer
2025-04-10,P003,Headphones,Accessories,137,2500,1069,4,Thursday,Summer
2025-04-10,P004,Keyboard,Accessories,166,1500,540,4,Thursday,Summer
2025-04-10,P005,Mouse,Accessories,105,800,411,4,Thursday,Summer
2025-04-10,P006,Monitor,Electronics,108,12000,1149,4,Thursday,Summer
2025-04-10,P007,Printer,Office Equipment,71,15000,805,4,Thursday,Summer
2025-04-10,P008,Tablet,Electronics,59,18000,444,4,Thursday,Summer
2025-04-10,P009,Smartwatch,Electronics,105,5000,1134,4,Thursday,Summer
2025-04-10,P010,Camera,Electronics,134,30000,1084,4,Thursday,Summer
2025-04-10,P011,Speaker,Accessories,212,3500,591,4,Thursday,Summer
2025-04-10,P012,Router,Networking,226,2500,320,4,Thursday,Summer
2025-04-10,P013,SSD,Storage,190,4500,1064,4,Thursday,Summer
2025-04-10,P014,Hard Disk,Storage,131,4000,203,4,Thursday,Summer
2025-04-10,P015,USB Drive,Storage,189,700,811,4,Thursday,Summer
2025-04-10,P016,Power Bank,Accessories,164,1200,921,4,Thursday,Summer
2025-04-10,P017,Microphone,Accessories,181,2800,419,4,Thursday,Summer
2025-04-10,P018,Projector,Office Equipment,180,35000,1127,4,Thursday,Summer
2025-04-10,P019,Gaming Console,Electronics,141,45000,1097,4,Thursday,Summer
2025-04-10,P020,Webcam,Accessories,96,2200,347,4,Thursday,Summer
2025-04-11,P001,Laptop,Electronics,71,55000,980,4,Friday,Summer
2025-04-11,P002,Smartphone,Electronics,243,25000,1015,4,Friday,Summer
2025-04-11,P003,Headphones,Accessories,70,2500,909,4,Friday,Summer
2025-04-11,P004,Keyboard,Accessories,238,1500,568,4,Friday,Summer
2025-04-11,P005,Mouse,Accessories,250,800,677,4,Friday,Summer
2025-04-11,P006,Monitor,Electronics,130,12000,887,4,Friday,Summer
2025-04-11,P007,Printer,Office Equipment,221,15000,1042,4,Friday,Summer
2025-04-11,P008,Tablet,Electronics,148,18000,850,4,Friday,Summer
2025-04-11,P009,Smartwatch,Electronics,232,5000,724,4,Friday,Summer
2025-04-11,P010,Camera,Electronics,120,30000,786,4,Friday,Summer
2025-04-11,P011,Speaker,Accessories,125,3500,1184,4,Friday,Summer
2025-04-11,P012,Router,Networking,57,2500,1167,4,Friday,Summer
2025-04-11,P013,SSD,Storage,59,4500,470,4,Friday,Summer
2025-04-11,P014,Hard Disk,Storage,68,4000,780,4,Friday,Summer
2025-04-11,P015,USB Drive,Storage,172,700,733,4,Friday,Summer
2025-04-11,P016,Power Bank,Accessories,54,1200,719,4,Friday,Summer
2025-04-11,P017,Microphone,Accessories,98,2800,374,4,Friday,Summer
2025-04-11,P018,Projector,Office Equipment,55,35000,747,4,Friday,Summer
2025-04-11,P019,Gaming Console,Electronics,149,45000,782,4,Friday,Summer
2025-04-11,P020,Webcam,Accessories,137,2200,1148,4,Friday,Summer
2025-04-12,P001,Laptop,Electronics,245,55000,593,4,Saturday,Summer
2025-04-12,P002,Smartphone,Electronics,166,25000,1033,4,Saturday,Summer
2025-04-12,P003,Headphones,Accessories,175,2500,1197,4,Saturday,Summer
2025-04-12,P004,Keyboard,Accessories,85,1500,1058,4,Saturday,Summer
2025-04-12,P005,Mouse,Accessories,221,800,401,4,Saturday,Summer
2025-04-12,P006,Monitor,Electronics,70,12000,279,4,Saturday,Summer
2025-04-12,P007,Printer,Office Equipment,82,15000,639,4,Saturday,Summer
2025-04-12,P008,Tablet,Electronics,131,18000,696,4,Saturday,Summer
2025-04-12,P009,Smartwatch,Electronics,72,5000,995,4,Saturday,Summer
2025-04-12,P010,Camera,Electronics,215,30000,258,4,Saturday,Summer
2025-04-12,P011,Speaker,Accessories,189,3500,234,4,Saturday,Summer
2025-04-12,P012,Router,Networking,91,2500,661,4,Saturday,Summer
2025-04-12,P013,SSD,Storage,250,4500,544,4,Saturday,Summer
2025-04-12,P014,Hard Disk,Storage,171,4000,542,4,Saturday,Summer
2025-04-12,P015,USB Drive,Storage,188,700,225,4,Saturday,Summer
2025-04-12,P016,Power Bank,Accessories,55,1200,1179,4,Saturday,Summer
2025-04-12,P017,Microphone,Accessories,127,2800,1129,4,Saturday,Summer
2025-04-12,P018,Projector,Office Equipment,212,35000,735,4,Saturday,Summer
2025-04-12,P019,Gaming Console,Electronics,55,45000,410,4,Saturday,Summer
2025-04-12,P020,Webcam,Accessories,121,2200,949,4,Saturday,Summer
2025-04-13,P001,Laptop,Electronics,172,55000,624,4,Sunday,Summer
2025-04-13,P002,Smartphone,Electronics,161,25000,861,4,Sunday,Summer
2025-04-13,P003,Headphones,Accessories,180,2500,449,4,Sunday,Summer
2025-04-13,P004,Keyboard,Accessories,194,1500,617,4,Sunday,Summer
2025-04-13,P005,Mouse,Accessories,50,800,436,4,Sunday,Summer
2025-04-13,P006,Monitor,Electronics,68,12000,371,4,Sunday,Summer
2025-04-13,P007,Printer,Office Equipment,120,15000,1149,4,Sunday,Summer
2025-04-13,P008,Tablet,Electronics,224,18000,844,4,Sunday,Summer
2025-04-13,P009,Smartwatch,Electronics,112,5000,244,4,Sunday,Summer
2025-04-13,P010,Camera,Electronics,59,30000,343,4,Sunday,Summer
2025-04-13,P011,Speaker,Accessories,222,3500,429,4,Sunday,Summer
2025-04-13,P012,Router,Networking,91,2500,750,4,Sunday,Summer
2025-04-13,P013,SSD,Storage,197,4500,704,4,Sunday,Summer
2025-04-13,P014,Hard Disk,Storage,118,4000,433,4,Sunday,Summer
2025-04-13,P015,USB Drive,Storage,165,700,554,4,Sunday,Summer
2025-04-13,P016,Power Bank,Accessories,191,1200,333,4,Sunday,Summer
2025-04-13,P017,Microphone,Accessories,52,2800,403,4,Sunday,Summer
2025-04-13,P018,Projector,Office Equipment,200,35000,482,4,Sunday,Summer
2025-04-13,P019,Gaming Console,Electronics,224,45000,919,4,Sunday,Summer
2025-04-13,P020,Webcam,Accessories,82,2200,1125,4,Sunday,Summer
2025-04-14,P001,Laptop,Electronics,170,55000,618,4,Monday,Summer
2025-04-14,P002,Smartphone,Electronics,231,25000,278,4,Monday,Summer
2025-04-14,P003,Headphones,Accessories,124,2500,227,4,Monday,Summer
2025-04-14,P004,Keyboard,Accessories,129,1500,990,4,Monday,Summer
2025-04-14,P005,Mouse,Accessories,133,800,443,4,Monday,Summer
2025-04-14,P006,Monitor,Electronics,158,12000,902,4,Monday,Summer
2025-04-14,P007,Printer,Office Equipment,225,15000,793,4,Monday,Summer
2025-04-14,P008,Tablet,Electronics,124,18000,800,4,Monday,Summer
2025-04-14,P009,Smartwatch,Electronics,226,5000,802,4,Monday,Summer
2025-04-14,P010,Camera,Electronics,138,30000,205,4,Monday,Summer
2025-04-14,P011,Speaker,Accessories,150,3500,350,4,Monday,Summer
2025-04-14,P012,Router,Networking,78,2500,1091,4,Monday,Summer
2025-04-14,P013,SSD,Storage,171,4500,691,4,Monday,Summer
2025-04-14,P014,Hard Disk,Storage,203,4000,971,4,Monday,Summer
2025-04-14,P015,USB Drive,Storage,173,700,812,4,Monday,Summer
2025-04-14,P016,Power Bank,Accessories,183,1200,845,4,Monday,Summer
2025-04-14,P017,Microphone,Accessories,236,2800,1090,4,Monday,Summer
2025-04-14,P018,Projector,Office Equipment,76,35000,570,4,Monday,Summer
2025-04-14,P019,Gaming Console,Electronics,94,45000,899,4,Monday,Summer
2025-04-14,P020,Webcam,Accessories,150,2200,426,4,Monday,Summer
2025-04-15,P001,Laptop,Electronics,198,55000,201,4,Tuesday,Summer
2025-04-15,P002,Smartphone,Electronics,105,25000,341,4,Tuesday,Summer
2025-04-15,P003,Headphones,Accessories,246,2500,263,4,Tuesday,Summer
2025-04-15,P004,Keyboard,Accessories,193,1500,282,4,Tuesday,Summer
2025-04-15,P005,Mouse,Accessories,53,800,875,4,Tuesday,Summer
2025-04-15,P006,Monitor,Electronics,249,12000,883,4,Tuesday,Summer
2025-04-15,P007,Printer,Office Equipment,73,15000,272,4,Tuesday,Summer
2025-04-15,P008,Tablet,Electronics,73,18000,586,4,Tuesday,Summer
2025-04-15,P009,Smartwatch,Electronics,166,5000,689,4,Tuesday,Summer
2025-04-15,P010,Camera,Electronics,221,30000,893,4,Tuesday,Summer
2025-04-15,P011,Speaker,Accessories,181,3500,900,4,Tuesday,Summer
2025-04-15,P012,Router,Networking,133,2500,490,4,Tuesday,Summer
2025-04-15,P013,SSD,Storage,53,4500,287,4,Tuesday,Summer
2025-04-15,P014,Hard Disk,Storage,90,4000,1183,4,Tuesday,Summer
2025-04-15,P015,USB Drive,Storage,69,700,916,4,Tuesday,Summer
2025-04-15,P016,Power Bank,Accessories,89,1200,785,4,Tuesday,Summer
2025-04-15,P017,Microphone,Accessories,184,2800,1182,4,Tuesday,Summer
2025-04-15,P018,Projector,Office Equipment,213,35000,1140,4,Tuesday,Summer
2025-04-15,P019,Gaming Console,Electronics,218,45000,746,4,Tuesday,Summer
2025-04-15,P020,Webcam,Accessories,103,2200,782,4,Tuesday,Summer
2025-04-16,P001,Laptop,Electronics,140,55000,986,4,Wednesday,Summer
2025-04-16,P002,Smartphone,Electronics,59,25000,739,4,Wednesday,Summer
2025-04-16,P003,Headphones,Accessories,188,2500,395,4,Wednesday,Summer
2025-04-16,P004,Keyboard,Accessories,61,1500,359,4,Wednesday,Summer
2025-04-16,P005,Mouse,Accessories,178,800,1051,4,Wednesday,Summer
2025-04-16,P006,Monitor,Electronics,166,12000,1087,4,Wednesday,Summer
2025-04-16,P007,Printer,Office Equipment,68,15000,948,4,Wednesday,Summer
2025-04-16,P008,Tablet,Electronics,101,18000,352,4,Wednesday,Summer
2025-04-16,P009,Smartwatch,Electronics,162,5000,987,4,Wednesday,Summer
2025-04-16,P010,Camera,Electronics,240,30000,962,4,Wednesday,Summer
2025-04-16,P011,Speaker,Accessories,176,3500,308,4,Wednesday,Summer
2025-04-16,P012,Router,Networking,246,2500,759,4,Wednesday,Summer
2025-04-16,P013,SSD,Storage,59,4500,828,4,Wednesday,Summer
2025-04-16,P014,Hard Disk,Storage,176,4000,225,4,Wednesday,Summer
2025-04-16,P015,USB Drive,Storage,60,700,961,4,Wednesday,Summer
2025-04-16,P016,Power Bank,Accessories,65,1200,1007,4,Wednesday,Summer
2025-04-16,P017,Microphone,Accessories,216,2800,499,4,Wednesday,Summer
2025-04-16,P018,Projector,Office Equipment,90,35000,1153,4,Wednesday,Summer
2025-04-16,P019,Gaming Console,Electronics,231,45000,908,4,Wednesday,Summer
2025-04-16,P020,Webcam,Accessories,124,2200,863,4,Wednesday,Summer
2025-04-17,P001,Laptop,Electronics,149,55000,251,4,Thursday,Summer
2025-04-17,P002,Smartphone,Electronics,174,25000,1004,4,Thursday,Summer
2025-04-17,P003,Headphones,Accessories,107,2500,758,4,Thursday,Summer
2025-04-17,P004,Keyboard,Accessories,126,1500,837,4,Thursday,Summer
2025-04-17,P005,Mouse,Accessories,157,800,973,4,Thursday,Summer
2025-04-17,P006,Monitor,Electronics,53,12000,608,4,Thursday,Summer
2025-04-17,P007,Printer,Office Equipment,128,15000,917,4,Thursday,Summer
2025-04-17,P008,Tablet,Electronics,117,18000,669,4,Thursday,Summer
2025-04-17,P009,Smartwatch,Electronics,179,5000,349,4,Thursday,Summer
2025-04-17,P010,Camera,Electronics,166,30000,655,4,Thursday,Summer
2025-04-17,P011,Speaker,Accessories,147,3500,1169,4,Thursday,Summer
2025-04-17,P012,Router,Networking,225,2500,736,4,Thursday,Summer
2025-04-17,P013,SSD,Storage,189,4500,889,4,Thursday,Summer
2025-04-17,P014,Hard Disk,Storage,153,4000,298,4,Thursday,Summer
2025-04-17,P015,USB Drive,Storage,169,700,995,4,Thursday,Summer
2025-04-17,P016,Power Bank,Accessories,222,1200,752,4,Thursday,Summer
2025-04-17,P017,Microphone,Accessories,230,2800,675,4,Thursday,Summer
2025-04-17,P018,Projector,Office Equipment,227,35000,972,4,Thursday,Summer
2025-04-17,P019,Gaming Console,Electronics,130,45000,316,4,Thursday,Summer
2025-04-17,P020,Webcam,Accessories,53,2200,357,4,Thursday,Summer
2025-04-18,P001,Laptop,Electronics,223,55000,273,4,Friday,Summer
2025-04-18,P002,Smartphone,Electronics,89,25000,844,4,Friday,Summer
2025-04-18,P003,Headphones,Accessories,188,2500,934,4,Friday,Summer
2025-04-18,P004,Keyboard,Accessories,210,1500,876,4,Friday,Summer
2025-04-18,P005,Mouse,Accessories,219,800,719,4,Friday,Summer
2025-04-18,P006,Monitor,Electronics,123,12000,414,4,Friday,Summer
2025-04-18,P007,Printer,Office Equipment,124,15000,1040,4,Friday,Summer
2025-04-18,P008,Tablet,Electronics,217,18000,1088,4,Friday,Summer
2025-04-18,P009,Smartwatch,Electronics,247,5000,854,4,Friday,Summer
2025-04-18,P010,Camera,Electronics,114,30000,370,4,Friday,Summer
2025-04-18,P011,Speaker,Accessories,126,3500,872,4,Friday,Summer
2025-04-18,P012,Router,Networking,186,2500,770,4,Friday,Summer
2025-04-18,P013,SSD,Storage,54,4500,546,4,Friday,Summer
2025-04-18,P014,Hard Disk,Storage,122,4000,331,4,Friday,Summer
2025-04-18,P015,USB Drive,Storage,91,700,796,4,Friday,Summer
2025-04-18,P016,Power Bank,Accessories,77,1200,651,4,Friday,Summer
2025-04-18,P017,Microphone,Accessories,100,2800,1180,4,Friday,Summer
2025-04-18,P018,Projector,Office Equipment,237,35000,960,4,Friday,Summer
2025-04-18,P019,Gaming Console,Electronics,180,45000,795,4,Friday,Summer
2025-04-18,P020,Webcam,Accessories,87,2200,918,4,Friday,Summer
2025-04-19,P001,Laptop,Electronics,188,55000,369,4,Saturday,Summer
2025-04-19,P002,Smartphone,Electronics,55,25000,507,4,Saturday,Summer
2025-04-19,P003,Headphones,Accessories,120,2500,343,4,Saturday,Summer
2025-04-19,P004,Keyboard,Accessories,231,1500,704,4,Saturday,Summer
2025-04-19,P005,Mouse,Accessories,78,800,481,4,Saturday,Summer
2025-04-19,P006,Monitor,Electronics,99,12000,1024,4,Saturday,Summer
2025-04-19,P007,Printer,Office Equipment,64,15000,735,4,Saturday,Summer
2025-04-19,P008,Tablet,Electronics,120,18000,735,4,Saturday,Summer
2025-04-19,P009,Smartwatch,Electronics,100,5000,366,4,Saturday,Summer
2025-04-19,P010,Camera,Electronics,237,30000,712,4,Saturday,Summer
2025-04-19,P011,Speaker,Accessories,213,3500,236,4,Saturday,Summer
2025-04-19,P012,Router,Networking,159,2500,565,4,Saturday,Summer
2025-04-19,P013,SSD,Storage,243,4500,961,4,Saturday,Summer
2025-04-19,P014,Hard Disk,Storage,241,4000,322,4,Saturday,Summer
2025-04-19,P015,USB Drive,Storage,126,700,980,4,Saturday,Summer
2025-04-19,P016,Power Bank,Accessories,155,1200,416,4,Saturday,Summer
2025-04-19,P017,Microphone,Accessories,111,2800,401,4,Saturday,Summer
2025-04-19,P018,Projector,Office Equipment,153,35000,1144,4,Saturday,Summer
2025-04-19,P019,Gaming Console,Electronics,161,45000,611,4,Saturday,Summer
2025-04-19,P020,Webcam,Accessories,88,2200,851,4,Saturday,Summer
2025-04-20,P001,Laptop,Electronics,202,55000,1177,4,Sunday,Summer
2025-04-20,P002,Smartphone,Electronics,220,25000,639,4,Sunday,Summer
2025-04-20,P003,Headphones,Accessories,233,2500,860,4,Sunday,Summer
2025-04-20,P004,Keyboard,Accessories,191,1500,782,4,Sunday,Summer
2025-04-20,P005,Mouse,Accessories,139,800,820,4,Sunday,Summer
2025-04-20,P006,Monitor,Electronics,184,12000,509,4,Sunday,Summer
2025-04-20,P007,Printer,Office Equipment,107,15000,931,4,Sunday,Summer
2025-04-20,P008,Tablet,Electronics,240,18000,576,4,Sunday,Summer
2025-04-20,P009,Smartwatch,Electronics,57,5000,554,4,Sunday,Summer
2025-04-20,P010,Camera,Electronics,194,30000,1143,4,Sunday,Summer
2025-04-20,P011,Speaker,Accessories,239,3500,568,4,Sunday,Summer
2025-04-20,P012,Router,Networking,189,2500,806,4,Sunday,Summer
2025-04-20,P013,SSD,Storage,82,4500,949,4,Sunday,Summer
2025-04-20,P014,Hard Disk,Storage,119,4000,257,4,Sunday,Summer
2025-04-20,P015,USB Drive,Storage,219,700,638,4,Sunday,Summer
2025-04-20,P016,Power Bank,Accessories,230,1200,393,4,Sunday,Summer
2025-04-20,P017,Microphone,Accessories,53,2800,501,4,Sunday,Summer
2025-04-20,P018,Projector,Office Equipment,193,35000,739,4,Sunday,Summer
2025-04-20,P019,Gaming Console,Electronics,160,45000,398,4,Sunday,Summer
2025-04-20,P020,Webcam,Accessories,218,2200,306,4,Sunday,Summer
2025-04-21,P001,Laptop,Electronics,84,55000,1136,4,Monday,Summer
2025-04-21,P002,Smartphone,Electronics,115,25000,357,4,Monday,Summer
2025-04-21,P003,Headphones,Accessories,124,2500,847,4,Monday,Summer
2025-04-21,P004,Keyboard,Accessories,69,1500,1168,4,Monday,Summer
2025-04-21,P005,Mouse,Accessories,197,800,753,4,Monday,Summer
2025-04-21,P006,Monitor,Electronics,140,12000,630,4,Monday,Summer
2025-04-21,P007,Printer,Office Equipment,50,15000,861,4,Monday,Summer
2025-04-21,P008,Tablet,Electronics,84,18000,500,4,Monday,Summer
2025-04-21,P009,Smartwatch,Electronics,198,5000,704,4,Monday,Summer
2025-04-21,P010,Camera,Electronics,61,30000,720,4,Monday,Summer
2025-04-21,P011,Speaker,Accessories,114,3500,774,4,Monday,Summer
2025-04-21,P012,Router,Networking,55,2500,711,4,Monday,Summer
2025-04-21,P013,SSD,Storage,77,4500,214,4,Monday,Summer
2025-04-21,P014,Hard Disk,Storage,182,4000,913,4,Monday,Summer
2025-04-21,P015,USB Drive,Storage,170,700,640,4,Monday,Summer
2025-04-21,P016,Power Bank,Accessories,57,1200,256,4,Monday,Summer
2025-04-21,P017,Microphone,Accessories,53,2800,720,4,Monday,Summer
2025-04-21,P018,Projector,Office Equipment,181,35000,1171,4,Monday,Summer
2025-04-21,P019,Gaming Console,Electronics,141,45000,552,4,Monday,Summer
2025-04-21,P020,Webcam,Accessories,143,2200,694,4,Monday,Summer
2025-04-22,P001,Laptop,Electronics,96,55000,972,4,Tuesday,Summer
2025-04-22,P002,Smartphone,Electronics,119,25000,928,4,Tuesday,Summer
2025-04-22,P003,Headphones,Accessories,86,2500,1029,4,Tuesday,Summer
2025-04-22,P004,Keyboard,Accessories,89,1500,319,4,Tuesday,Summer
2025-04-22,P005,Mouse,Accessories,95,800,1047,4,Tuesday,Summer
2025-04-22,P006,Monitor,Electronics,196,12000,438,4,Tuesday,Summer
2025-04-22,P007,Printer,Office Equipment,123,15000,599,4,Tuesday,Summer
2025-04-22,P008,Tablet,Electronics,131,18000,1148,4,Tuesday,Summer
2025-04-22,P009,Smartwatch,Electronics,235,5000,366,4,Tuesday,Summer
2025-04-22,P010,Camera,Electronics,230,30000,542,4,Tuesday,Summer
2025-04-22,P011,Speaker,Accessories,208,3500,600,4,Tuesday,Summer
2025-04-22,P012,Router,Networking,93,2500,584,4,Tuesday,Summer
2025-04-22,P013,SSD,Storage,173,4500,933,4,Tuesday,Summer
2025-04-22,P014,Hard Disk,Storage,203,4000,249,4,Tuesday,Summer
2025-04-22,P015,USB Drive,Storage,79,700,245,4,Tuesday,Summer
2025-04-22,P016,Power Bank,Accessories,139,1200,337,4,Tuesday,Summer
2025-04-22,P017,Microphone,Accessories,210,2800,235,4,Tuesday,Summer
2025-04-22,P018,Projector,Office Equipment,106,35000,1183,4,Tuesday,Summer
2025-04-22,P019,Gaming Console,Electronics,57,45000,1117,4,Tuesday,Summer
2025-04-22,P020,Webcam,Accessories,164,2200,1158,4,Tuesday,Summer
2025-04-23,P001,Laptop,Electronics,201,55000,446,4,Wednesday,Summer
2025-04-23,P002,Smartphone,Electronics,94,25000,435,4,Wednesday,Summer
2025-04-23,P003,Headphones,Accessories,148,2500,803,4,Wednesday,Summer
2025-04-23,P004,Keyboard,Accessories,82,1500,656,4,Wednesday,Summer
2025-04-23,P005,Mouse,Accessories,97,800,1020,4,Wednesday,Summer
2025-04-23,P006,Monitor,Electronics,149,12000,471,4,Wednesday,Summer
2025-04-23,P007,Printer,Office Equipment,171,15000,893,4,Wednesday,Summer
2025-04-23,P008,Tablet,Electronics,101,18000,655,4,Wednesday,Summer
